"","node_id","module","layer_id","flow","type","species"
"63",26,8,2,0.0064043,"plant","Lycium.intricatum"
"64",26,8,3,0.00565637,"plant","Lycium.intricatum"
"65",26,8,4,0.00275268,"plant","Lycium.intricatum"
"66",26,8,5,0.00435324,"plant","Lycium.intricatum"
"67",26,8,6,0.00254217,"plant","Lycium.intricatum"
"68",27,5,5,0.0017392,"plant","Nauplius.aquaticus"
"69",28,14,1,0.00133955,"plant","Nauplius.sp."
"70",29,1,5,0.000340523,"plant","Neochamaelea.pulverulenta"
"71",30,12,5,0.00598668,"plant","Parolinia.intermedia"
"72",31,1,4,0.0119745,"plant","Periploca.laevigata"
"73",31,1,5,0.0069802,"plant","Periploca.laevigata"
"74",31,1,6,0.00779673,"plant","Periploca.laevigata"
"75",31,1,7,0.00620116,"plant","Periploca.laevigata"
"76",32,24,2,0.0012972,"plant","Phagnalon.purpurascens"
"77",33,10,6,0.00525444,"plant","Phagnalon.saxatile"
"78",33,10,7,0.00313161,"plant","Phagnalon.saxatile"
"79",34,19,3,0.00315601,"plant","Plocama.pendula"
"80",34,19,4,0.000932014,"plant","Plocama.pendula"
"81",34,19,6,0.000944777,"plant","Plocama.pendula"
"82",35,15,3,0.00340321,"plant","Rubia.fruticosa"
"83",35,15,5,0.00196791,"plant","Rubia.fruticosa"
"84",35,15,6,0.00277795,"plant","Rubia.fruticosa"
"85",35,15,7,0.001097,"plant","Rubia.fruticosa"
"86",36,24,2,0.000656318,"plant","Salvia.aegyptiaca"
"87",36,2,6,0.000126812,"plant","Salvia.aegyptiaca"
"88",37,32,4,0.000901047,"plant","Satureja.kuegleri"
"89",37,1,7,4.31849e-05,"plant","Satureja.kuegleri"
"90",38,10,3,0.00131895,"plant","Schizogyne.sericea"
"91",38,10,4,0.00506689,"plant","Schizogyne.sericea"
"92",38,10,5,0.00254495,"plant","Schizogyne.sericea"
"93",38,10,7,0.00358362,"plant","Schizogyne.sericea"
"94",39,28,1,0.00193949,"plant","Zilla.spinosa"
"95",40,18,3,6.73051e-05,"pollinator","Agromyzidae_sp._1"
"96",40,1,4,0.000305075,"pollinator","Agromyzidae_sp._1"
"97",41,1,5,4.50255e-05,"pollinator","Agromyzidae?_sp._2"
"98",42,3,3,0.000122676,"pollinator","Alliophleps_elliptica"
"99",43,8,5,9.59911e-05,"pollinator","Amegilla_canifrons"
"100",44,8,3,0.00105885,"pollinator","Amegilla_quadrifasciata"
"101",44,26,4,0.00124872,"pollinator","Amegilla_quadrifasciata"
"102",44,8,5,0.000892565,"pollinator","Amegilla_quadrifasciata"
"103",44,8,6,0.00124796,"pollinator","Amegilla_quadrifasciata"
"104",45,16,1,0.00182724,"pollinator","Amegilla_sp."
"105",46,21,4,6.4531e-05,"pollinator","Ammophila_terminata"
"106",47,2,6,0.000474468,"pollinator","Anaspis_cf._canariensis"
"107",48,3,2,0.000203332,"pollinator","Anaspis_cf._eversi"
"108",49,9,1,0.000129049,"pollinator","Anaspis_cf._saharensis"
"109",50,12,2,0.00234029,"pollinator","Anaspis_proteus"
"110",50,12,3,0.00386738,"pollinator","Anaspis_proteus"
"111",50,12,4,0.00307976,"pollinator","Anaspis_proteus"
"112",50,12,5,0.00463692,"pollinator","Anaspis_proteus"
"113",51,16,1,0.000305839,"pollinator","Andrena_vachali"
"114",52,18,3,0.000535782,"pollinator","Andrena_vulcana"
"115",53,2,3,3.01597e-05,"pollinator","Andrena_wollastoni"
"116",54,3,1,0.00128348,"pollinator","Anthaxia_sp._1"
"117",55,8,2,0.00336416,"pollinator","Anthophora_alluaudi"
"118",55,8,3,0.00269441,"pollinator","Anthophora_alluaudi"
"119",55,8,4,0.00172611,"pollinator","Anthophora_alluaudi"
"120",55,8,5,0.00265072,"pollinator","Anthophora_alluaudi"
"121",55,17,6,0.00210597,"pollinator","Anthophora_alluaudi"
"122",55,17,7,0.000985677,"pollinator","Anthophora_alluaudi"
"123",56,8,3,0.000338835,"pollinator","Anthophora_orotavae"
"124",56,26,4,0.000312181,"pollinator","Anthophora_orotavae"
"125",56,8,5,0.000492528,"pollinator","Anthophora_orotavae"
"126",56,5,6,0.000189946,"pollinator","Anthophora_orotavae"
"127",57,16,1,0.000125062,"pollinator","Anthophora_sp._1"
"128",58,16,1,0.000125062,"pollinator","Anthophora_sp._aff._orotavae"
"129",59,2,2,0.000551326,"pollinator","Aphthona_wachnitzae"
"130",60,19,3,0.00106016,"pollinator","Apis_mellifera"
"131",60,19,4,0.00127608,"pollinator","Apis_mellifera"
"132",60,7,5,9.96873e-05,"pollinator","Apis_mellifera"
"133",60,19,6,0.00157252,"pollinator","Apis_mellifera"
"134",61,14,1,8.28575e-05,"pollinator","Aplocnemus_sp._2"
"135",62,1,4,0.000361253,"pollinator","Aprostocetus_occidentalis"
"136",62,1,6,0.00122916,"pollinator","Aprostocetus_occidentalis"
"137",63,3,1,0.000256695,"pollinator","Aprostocetus_sp._1"
"138",64,6,4,9.80247e-05,"pollinator","Aprostocetus_sp._2"
"139",65,9,1,6.45245e-05,"pollinator","Arachnospila_sp."
"140",66,4,2,3.45058e-05,"pollinator","Araneae_sp._1"
"141",67,1,6,6.02218e-05,"pollinator","Araneidae_sp._1"
"142",68,15,6,0.000103818,"pollinator","Araneidae_sp._2"
"143",69,2,2,0.000113224,"pollinator","Asteia_caesia"
"144",70,1,3,3.83573e-05,"pollinator","Atherigona_varia"
"145",71,3,2,0.000101666,"pollinator","Attagenus_abbreviatus"
"146",72,14,1,0.000446255,"pollinator","Attagenus_sp._1"
"147",73,3,3,0.000533797,"pollinator","Attagenus_wollastoni"
"148",73,3,4,0.000452845,"pollinator","Attagenus_wollastoni"
"149",74,3,2,0.000101666,"pollinator","Attalus_chrysanthemi"
"150",75,6,7,6.50738e-05,"pollinator","Attalus_crispus"
"151",76,3,3,0.00206835,"pollinator","Attalus_obscurus"
"152",77,2,2,0.00128169,"pollinator","Attalus_olivensis"
"153",78,15,5,9.85664e-05,"pollinator","Attalus_pallipes"
"154",79,2,4,6.99573e-05,"pollinator","Attalus_ruficollis"
"155",80,7,6,0.000145707,"pollinator","Attalus_rugifrons"
"156",81,2,2,0.00145273,"pollinator","Aulacoderus_canariensis"
"157",81,7,5,5.46618e-05,"pollinator","Aulacoderus_canariensis"
"158",82,4,1,0.000215557,"pollinator","Axinotarsus_sp._1"
"159",83,2,5,0.000145112,"pollinator","Bassus_sp."
"160",84,4,2,0.000138023,"pollinator","Blaesoxipha_sp._1"
"161",84,6,4,9.80247e-05,"pollinator","Blaesoxipha_sp._1"
"162",84,8,6,0.000486212,"pollinator","Blaesoxipha_sp._1"
"163",85,18,3,6.73051e-05,"pollinator","Bombylius_pintuarius"
"164",86,28,1,0.000414334,"pollinator","Bombylius_sp._1"
"165",87,39,4,0.000512022,"pollinator","Bracon_sp."
"166",87,39,5,0.000488387,"pollinator","Bracon_sp."
"167",88,7,6,0.00084644,"pollinator","Bruchidius_wollastoni"
"168",89,3,2,0.000406664,"pollinator","Campiglossa_martii"
"169",90,7,6,7.28534e-05,"pollinator","Campiglossa_reticulata"
"170",91,24,2,0.00154306,"pollinator","Camponotus_cfr._feae"
"171",92,1,2,0.00300781,"pollinator","Camponotus_feae"
"172",92,1,3,0.0230708,"pollinator","Camponotus_feae"
"173",92,1,6,0.0281677,"pollinator","Camponotus_feae"
"174",93,2,2,3.77413e-05,"pollinator","Cecidomyiidae_sp."
"175",94,2,7,5.6864e-05,"pollinator","Cecydomyiidae_sp."
"176",95,3,2,0.000101666,"pollinator","Cephalodromia_sp."
"177",95,10,3,8.74079e-05,"pollinator","Cephalodromia_sp."
"178",96,1,5,4.49733e-05,"pollinator","Ceratogoponidae_sp."
"179",96,6,7,0.000130148,"pollinator","Ceratogoponidae_sp."
"180",97,6,7,6.50738e-05,"pollinator","Ceratogoponidae_sp._2"
"181",98,3,4,0.000187109,"pollinator","Chalicodoma_canescens"
"182",98,17,6,0.000704537,"pollinator","Chalicodoma_canescens"
"183",98,20,7,0.000393531,"pollinator","Chalicodoma_canescens"
"184",99,25,1,0.000194924,"pollinator","Chalicodoma_sicula"
"185",99,3,2,0.000304998,"pollinator","Chalicodoma_sicula"
"186",100,28,1,0.000430307,"pollinator","Chalicodoma_sp."
"187",101,9,1,6.45245e-05,"pollinator","Chetogena_acuminata"
"188",101,24,2,0.000420946,"pollinator","Chetogena_acuminata"
"189",101,1,3,3.83573e-05,"pollinator","Chetogena_acuminata"
"190",101,36,4,0.000564705,"pollinator","Chetogena_acuminata"
"191",101,21,5,0.000110435,"pollinator","Chetogena_acuminata"
"192",101,36,6,0.000546308,"pollinator","Chetogena_acuminata"
"193",102,1,5,4.49733e-05,"pollinator","Chironomidae_sp."
"194",103,6,7,0.000252086,"pollinator","Chironomidae_sp._1"
"195",104,14,1,0.00033143,"pollinator","Chloropidae_sp."
"196",104,2,5,3.6278e-05,"pollinator","Chloropidae_sp."
"197",105,24,2,0.000288617,"pollinator","Chloropidae_sp._1"
"198",106,38,2,0.000500817,"pollinator","Chloropidae_sp._2"
"199",106,38,3,0.000537826,"pollinator","Chloropidae_sp._2"
"200",107,6,7,0.000356654,"pollinator","Chloropidae_sp._3"
"201",108,2,6,5.27187e-05,"pollinator","Chloropidae_sp._4"
"202",108,1,7,5.62206e-05,"pollinator","Chloropidae_sp._4"
"203",109,1,4,4.68355e-05,"pollinator","Chloropidae_sp._5"
"204",109,5,5,0.000155711,"pollinator","Chloropidae_sp._5"
"205",110,1,4,4.68355e-05,"pollinator","Chloropidae_sp._6"
"206",111,1,2,0.00112654,"pollinator","Chrysomya_albiceps"
"207",111,1,3,0.00119305,"pollinator","Chrysomya_albiceps"
"208",111,1,4,0.00230358,"pollinator","Chrysomya_albiceps"
"209",111,7,6,0.000145707,"pollinator","Chrysomya_albiceps"
"210",111,6,7,6.50738e-05,"pollinator","Chrysomya_albiceps"
"211",112,15,3,4.12452e-05,"pollinator","Coccinella_miranda"
"212",112,1,5,4.50255e-05,"pollinator","Coccinella_miranda"
"213",113,3,1,0.00117669,"pollinator","Coleoptera_sp._5"
"214",114,17,7,0.000228583,"pollinator","Colias_croceus"
"215",115,19,3,0.000356447,"pollinator","Colletes_dimidiatus"
"216",115,6,7,0.00084596,"pollinator","Colletes_dimidiatus"
"217",116,16,1,0.00140282,"pollinator","Colletes1?_Waiting<85>"
"218",117,4,1,6.63499e-05,"pollinator","Colletes2?_Waiting<85>"
"219",118,2,5,3.6278e-05,"pollinator","Crematogaster_alluaudi"
"220",119,9,1,6.45245e-05,"pollinator","Crematogaster_scutellaris"
"221",120,2,5,3.6278e-05,"pollinator","Cryptocephalus_gounellei"
"222",121,2,7,0.000113085,"pollinator","Cryptocephalus_nitidicollis"
"223",122,2,2,0.000113224,"pollinator","Cryptocephalus_nubigena"
"224",123,1,3,3.83573e-05,"pollinator","Curculionidae_sp."
"225",124,10,5,0.000203529,"pollinator","Dasytes_cf._subaenescens"
"226",125,3,2,0.000609995,"pollinator","Dasytes_lanzarotensis"
"227",126,27,5,0.00203313,"pollinator","Dasytes_subaenescens"
"228",126,27,6,0.000821312,"pollinator","Dasytes_subaenescens"
"229",126,27,7,0.000876208,"pollinator","Dasytes_subaenescens"
"230",127,1,7,5.62206e-05,"pollinator","Delia_flavibasis"
"231",128,3,2,0.000304998,"pollinator","Diglyphus_chabrias"
"232",129,6,7,0.000186062,"pollinator","Dilophus_hiemalis"
"233",130,3,3,0.00033343,"pollinator","Dinarmoides_spilopterus"
"234",130,3,4,0.000336129,"pollinator","Dinarmoides_spilopterus"
"235",131,8,2,0.000623855,"pollinator","Dischistus_atlanticus"
"236",132,7,5,5.46618e-05,"pollinator","Elasmus_platyedrae"
"237",133,2,6,0.000158156,"pollinator","Empididae_sp._1"
"238",133,1,7,5.59146e-05,"pollinator","Empididae_sp._1"
"239",134,6,7,6.50738e-05,"pollinator","Empis_sp._1"
"240",135,7,4,0.000517806,"pollinator","Eristalinus_aeneus"
"241",135,7,5,0.000509229,"pollinator","Eristalinus_aeneus"
"242",136,18,3,6.73051e-05,"pollinator","Eristalinus_taeniops"
"243",136,6,4,0.000630771,"pollinator","Eristalinus_taeniops"
"244",136,6,7,0.000361042,"pollinator","Eristalinus_taeniops"
"245",137,6,4,9.80247e-05,"pollinator","Eristalis_tenax"
"246",137,7,5,5.46618e-05,"pollinator","Eristalis_tenax"
"247",138,6,5,0.00137894,"pollinator","Estheria_simonyi"
"248",138,6,6,0.000640035,"pollinator","Estheria_simonyi"
"249",138,6,7,0.00161308,"pollinator","Estheria_simonyi"
"250",139,18,3,0.000283951,"pollinator","Eucera_gracilipes"
"251",139,17,5,0.00146236,"pollinator","Eucera_gracilipes"
"252",139,17,7,0.00125671,"pollinator","Eucera_gracilipes"
"253",140,10,4,0.000793118,"pollinator","Euderus_sp."
"254",140,10,5,0.00105343,"pollinator","Euderus_sp."
"255",140,10,7,0.00123429,"pollinator","Euderus_sp."
"256",141,2,5,0.00216008,"pollinator","Eumerus_latitarsis"
"257",141,2,6,0.00324493,"pollinator","Eumerus_latitarsis"
"258",141,2,7,0.00109346,"pollinator","Eumerus_latitarsis"
"259",142,2,5,0.000440809,"pollinator","Eumerus_nivariae"
"260",143,3,4,0.000117151,"pollinator","Eupelmus_sp."
"261",143,15,6,0.000103818,"pollinator","Eupelmus_sp."
"262",144,1,6,6.02218e-05,"pollinator","Eupelmus_testaceiventris"
"263",145,5,2,0.000168299,"pollinator","Eurytoma_sp._1"
"264",145,3,4,0.000234303,"pollinator","Eurytoma_sp._1"
"265",146,3,2,0.000101666,"pollinator","Eurytoma_sp._2"
"266",146,10,6,7.67127e-05,"pollinator","Eurytoma_sp._2"
"267",147,9,1,0.000129049,"pollinator","Eurytoma_sp._3"
"268",148,6,6,7.18083e-05,"pollinator","Exetastes_segmentarius"
"269",149,18,3,6.73051e-05,"pollinator","Exhyalanthrax_canarionae"
"270",150,1,4,0.000140507,"pollinator","Fannia_sp."
"271",151,18,3,6.73051e-05,"pollinator","Gasteruption_sp."
"272",152,1,5,4.50255e-05,"pollinator","Geometridae_sp."
"273",153,3,2,0.000101666,"pollinator","Geometridae_sp._2"
"274",154,32,4,0.000125049,"pollinator","Gnaphosidae_sp._1"
"275",155,33,2,0.000369972,"pollinator","Goniozus_sp."
"276",156,3,6,9.97657e-05,"pollinator","Halictus_fulvipes"
"277",157,7,4,6.68839e-05,"pollinator","Holepyris_sp."
"278",158,21,5,0.000220869,"pollinator","Hylaeus_ater"
"279",159,18,3,0.000538441,"pollinator","Hylaeus_hohmanni"
"280",160,3,1,0.000770788,"pollinator","Hylaeus_sp."
"281",161,28,1,0.000235383,"pollinator","Hym._Waiting<85>."
"282",162,20,7,0.000393531,"pollinator","Lasioglossum_arctifrons"
"283",163,22,2,0.000320418,"pollinator","Lasioglossum_loetum"
"284",163,22,3,0.00172437,"pollinator","Lasioglossum_loetum"
"285",163,7,4,6.68839e-05,"pollinator","Lasioglossum_loetum"
"286",163,22,5,0.00043823,"pollinator","Lasioglossum_loetum"
"287",163,22,6,0.00273641,"pollinator","Lasioglossum_loetum"
"288",163,22,7,0.00212695,"pollinator","Lasioglossum_loetum"
"289",164,3,1,0.00111187,"pollinator","Lasioglossum_phoenicurum"
"290",165,13,3,0.0039612,"pollinator","Lasioglossum_viride"
"291",165,13,4,0.00271312,"pollinator","Lasioglossum_viride"
"292",165,13,5,0.00445646,"pollinator","Lasioglossum_viride"
"293",165,13,6,0.00689709,"pollinator","Lasioglossum_viride"
"294",165,13,7,0.00253941,"pollinator","Lasioglossum_viride"
"295",166,12,5,0.00079748,"pollinator","Leptochilus_cruentatus"
"296",167,2,4,6.99573e-05,"pollinator","Leptochilus_eatoni"
"297",167,10,5,0.000113481,"pollinator","Leptochilus_eatoni"
"298",168,8,2,0.000740434,"pollinator","Leptochilus_fortunatus"
"299",169,6,7,6.50738e-05,"pollinator","Linnaemyia_soror"
"300",170,9,1,0.00334846,"pollinator","Lucilia_sericata"
"301",170,3,2,0.0016426,"pollinator","Lucilia_sericata"
"302",170,9,3,0.000750188,"pollinator","Lucilia_sericata"
"303",170,29,4,0.00181674,"pollinator","Lucilia_sericata"
"304",170,7,6,0.00044098,"pollinator","Lucilia_sericata"
"305",170,29,7,0.0013882,"pollinator","Lucilia_sericata"
"306",171,9,1,0.000967868,"pollinator","Lucilia_sp._1"
"307",172,14,1,0.000114426,"pollinator","Macrocoma_cf._henoni"
"308",173,6,4,9.80247e-05,"pollinator","Macrocoma_splendens"
"309",174,15,3,4.12452e-05,"pollinator","Macroglossum_stellatarum"
"310",175,15,5,0.000134844,"pollinator","Malthinus_mutabilis"
"311",176,6,4,9.80247e-05,"pollinator","Megachile_canariensis"
"312",176,20,7,0.000393531,"pollinator","Megachile_canariensis"
"313",177,1,6,0.000119655,"pollinator","Megaselia_sp._1"
"314",178,3,5,0.000822,"pollinator","Megaselia_sp._2"
"315",179,18,3,6.73051e-05,"pollinator","Melecta_curvispina"
"316",180,28,1,0.000235383,"pollinator","Melecta_sp."
"317",181,23,5,0.00134517,"pollinator","Meligethes_canariensis"
"318",182,34,4,0.000272744,"pollinator","Meligethes_cf._canariensis"
"319",183,2,2,3.77413e-05,"pollinator","Milichiidae_sp."
"320",184,2,5,3.6278e-05,"pollinator","Minotetrastichus_sp."
"321",185,21,4,0.000111366,"pollinator","Monomorium_subopacum"
"322",186,6,4,9.80247e-05,"pollinator","Mordellistena_cf._canariensis"
"323",187,9,1,0.000467833,"pollinator","Musca_domestica"
"324",187,15,3,0.000888883,"pollinator","Musca_domestica"
"325",187,32,4,0.000772406,"pollinator","Musca_domestica"
"326",187,32,5,0.000614705,"pollinator","Musca_domestica"
"327",187,32,6,0.000353092,"pollinator","Musca_domestica"
"328",188,9,1,0.000129049,"pollinator","Musca_osiris"
"329",188,4,2,3.45058e-05,"pollinator","Musca_osiris"
"330",189,9,1,0.000582546,"pollinator","Musca_sorbens"
"331",190,7,5,5.46618e-05,"pollinator","Myathropa_florea"
"332",190,6,7,0.000563558,"pollinator","Myathropa_florea"
"333",191,6,7,0.000130148,"pollinator","Mycetophilidae_sp._1"
"334",192,10,4,0.00272162,"pollinator","Myopites_nigrescens"
"335",192,10,6,0.00156802,"pollinator","Myopites_nigrescens"
"336",192,10,7,0.00372152,"pollinator","Myopites_nigrescens"
"337",193,40,5,0.000491938,"pollinator","Neodryophilus_cryptophagoides"
"338",193,40,7,0.000499794,"pollinator","Neodryophilus_cryptophagoides"
"339",194,14,1,0.00460697,"pollinator","Nomioides_deceptor"
"340",195,34,4,0.000272744,"pollinator","Nomioides_fortunatus"
"341",196,16,1,0.00112556,"pollinator","Nomioides_sp."
"342",197,2,2,3.77413e-05,"pollinator","Nyctia_lugubris"
"343",197,15,6,0.000175627,"pollinator","Nyctia_lugubris"
"344",198,3,1,0.000128348,"pollinator","Ormyrus_sp._1"
"345",199,18,3,0.000696603,"pollinator","Oscinella_sp._1"
"346",199,7,4,0.000133768,"pollinator","Oscinella_sp._1"
"347",200,2,4,0.000139915,"pollinator","Oscinella_sp._2"
"348",201,33,2,0.000369972,"pollinator","Oscinimorpha_sp."
"349",202,30,3,0.00156333,"pollinator","Osmia_canaria"
"350",202,20,7,0.000393531,"pollinator","Osmia_canaria"
"351",203,3,3,0.000759012,"pollinator","Osmia_latreillei"
"352",203,3,6,0.000656845,"pollinator","Osmia_latreillei"
"353",204,7,4,0.000133768,"pollinator","Oxyopes_cf._kraepelinorum"
"354",205,2,6,5.27187e-05,"pollinator","Oxyopes_kraepelinorum"
"355",206,3,1,0.000930482,"pollinator","Paragus_tibialis"
"356",206,3,2,0.00073162,"pollinator","Paragus_tibialis"
"357",207,1,6,0.000284919,"pollinator","Paratrechina_longicornis"
"358",207,6,7,6.50738e-05,"pollinator","Paratrechina_longicornis"
"359",208,23,7,0.000150175,"pollinator","Perilampus_sp._1"
"360",209,6,7,6.50738e-05,"pollinator","Perilampus_sp._2"
"361",210,2,2,3.77413e-05,"pollinator","Phalacrus_coruscus"
"362",210,10,7,0.000284848,"pollinator","Phalacrus_coruscus"
"363",211,19,3,6.11597e-05,"pollinator","Phthiria_simonyi"
"364",211,23,5,0.000749467,"pollinator","Phthiria_simonyi"
"365",211,23,7,0.000422909,"pollinator","Phthiria_simonyi"
"366",212,9,1,6.45245e-05,"pollinator","Physiphora_alceae"
"367",212,1,4,9.3671e-05,"pollinator","Physiphora_alceae"
"368",213,6,4,0.000294074,"pollinator","Phyto_discrepans"
"369",214,2,2,3.77413e-05,"pollinator","Phyto_nigrobarbata"
"370",215,3,3,0.000609024,"pollinator","Pieris_rapae"
"371",215,3,6,0.000380203,"pollinator","Pieris_rapae"
"372",216,4,1,0.00475306,"pollinator","Plagiolepis_schmitzii"
"373",216,4,2,0.0133284,"pollinator","Plagiolepis_schmitzii"
"374",216,10,4,0.000105111,"pollinator","Plagiolepis_schmitzii"
"375",216,4,6,0.00793498,"pollinator","Plagiolepis_schmitzii"
"376",217,3,3,0.000400851,"pollinator","Plagiolepis_sp._2"
"377",217,3,4,0.00218108,"pollinator","Plagiolepis_sp._2"
"378",217,1,5,0.00195131,"pollinator","Plagiolepis_sp._2"
"379",218,37,4,0.000521669,"pollinator","Platypalpus_sp."
"380",218,37,5,0.000546156,"pollinator","Platypalpus_sp."
"381",219,2,2,3.77413e-05,"pollinator","Platypalpus_sp._1"
"382",219,1,6,6.02218e-05,"pollinator","Platypalpus_sp._1"
"383",220,6,4,9.80247e-05,"pollinator","Platypalpus_sp._2"
"384",221,9,1,0.000211907,"pollinator","Podalonia_sp."
"385",222,14,1,0.000248572,"pollinator","Proconura_sp._1"
"386",223,3,2,0.000101666,"pollinator","Proconura_sp._2"
"387",224,7,5,0.000109324,"pollinator","Pteromalus_sp._1"
"388",225,3,1,0.00098633,"pollinator","Pteromalus_sp._2"
"389",225,3,2,0.00146702,"pollinator","Pteromalus_sp._2"
"390",226,10,4,0.000315982,"pollinator","Pteromalus_sp._3"
"391",226,10,7,0.000557064,"pollinator","Pteromalus_sp._3"
"392",227,7,4,0.000791043,"pollinator","Pteromalus_sp._4"
"393",227,7,5,0.000680016,"pollinator","Pteromalus_sp._4"
"394",228,2,7,5.6864e-05,"pollinator","Rondania_insularis"
"395",229,2,2,7.54827e-05,"pollinator","Sapromyza_sp."
"396",230,14,1,0.000147382,"pollinator","Sarcophaga_sp._1"
"397",231,14,1,8.28575e-05,"pollinator","Sarcophagidae_sp."
"398",232,9,1,0.000387147,"pollinator","Sarcophagidae_sp._2"
"399",233,2,7,5.6864e-05,"pollinator","Sarcophagidae_sp._3"
"400",234,24,2,0.000982179,"pollinator","Sarcophagidae_sp._4"
"401",235,31,2,0.00137083,"pollinator","Sarcophagidae_sp._5"
"402",235,31,3,0.000828041,"pollinator","Sarcophagidae_sp._5"
"403",235,1,4,0.000327849,"pollinator","Sarcophagidae_sp._5"
"404",235,31,6,0.000641838,"pollinator","Sarcophagidae_sp._5"
"405",236,3,2,0.000203332,"pollinator","Sarcophagidae_sp._6"
"406",237,9,1,0.000451672,"pollinator","Sarcophagidae_sp._7"
"407",238,1,4,0.000515191,"pollinator","Sarcophagidae_sp._8"
"408",238,15,6,0.000339667,"pollinator","Sarcophagidae_sp._8"
"409",239,18,3,0.00013461,"pollinator","Scaeva_albomaculata"
"410",239,5,6,0.000379892,"pollinator","Scaeva_albomaculata"
"411",239,6,7,6.50738e-05,"pollinator","Scaeva_albomaculata"
"412",240,2,2,3.77413e-05,"pollinator","Scaptomyza_sp._2"
"413",241,7,4,0.000304089,"pollinator","Scenopinus_sp."
"414",241,7,5,0.00025807,"pollinator","Scenopinus_sp."
"415",242,9,1,0.00564096,"pollinator","Sciaridae_sp."
"416",242,9,2,0.00275423,"pollinator","Sciaridae_sp."
