"layer_from","node_from","layer_to","node_to"
"Gomera2","Lasioglossum_loetum","Hierro1","Lasioglossum_loetum"
"Gomera2","Lasioglossum_loetum","Hierro2","Lasioglossum_loetum"
"Gomera2","Plagiolepis_schmitzii","WesternSahara1","Plagiolepis_schmitzii"
"Gomera2","Plagiolepis_schmitzii","WesternSahara2","Plagiolepis_schmitzii"
"Gomera2","Plagiolepis_schmitzii","Fuerteventura1","Plagiolepis_schmitzii"
"Gomera2","Plagiolepis_schmitzii","Fuerteventura2","Plagiolepis_schmitzii"
"Gomera2","Plagiolepis_schmitzii","TenerifeSouth2","Plagiolepis_schmitzii"
"Gomera2","Plagiolepis_schmitzii","Gomera1","Plagiolepis_schmitzii"
"Gomera2","Sarcophagidae_sp._5","Fuerteventura1","Sarcophagidae_sp._5"
"Gomera2","Sarcophagidae_sp._5","Fuerteventura2","Sarcophagidae_sp._5"
"Gomera2","Sarcophagidae_sp._5","GranCanaria1","Sarcophagidae_sp._5"
"Gomera2","Sarcophagidae_sp._5","GranCanaria2","Sarcophagidae_sp._5"
"Gomera2","Sarcophagidae_sp._5","TenerifeSouth1","Sarcophagidae_sp._5"
"Gomera2","Sarcophagidae_sp._5","TenerifeSouth2","Sarcophagidae_sp._5"
"Gomera2","Chloropidae_sp._4","Hierro2","Chloropidae_sp._4"
"Gomera2","Empididae_sp._1","Hierro1","Empididae_sp._1"
"Gomera2","Chetogena_acuminata","WesternSahara2","Chetogena_acuminata"
"Gomera2","Chetogena_acuminata","Fuerteventura1","Chetogena_acuminata"
"Gomera2","Chetogena_acuminata","Fuerteventura2","Chetogena_acuminata"
"Gomera2","Chetogena_acuminata","GranCanaria1","Chetogena_acuminata"
"Gomera2","Chetogena_acuminata","TenerifeSouth2","Chetogena_acuminata"
"Gomera2","Chetogena_acuminata","TenerifeTeno2","Chetogena_acuminata"
"Gomera2","Musca_domestica","WesternSahara1","Musca_domestica"
"Gomera2","Musca_domestica","WesternSahara2","Musca_domestica"
"Gomera2","Musca_domestica","GranCanaria1","Musca_domestica"
"Gomera2","Musca_domestica","GranCanaria2","Musca_domestica"
"Gomera2","Musca_domestica","TenerifeSouth1","Musca_domestica"
"Gomera2","Musca_domestica","TenerifeSouth2","Musca_domestica"
"Gomera2","Musca_domestica","TenerifeTeno1","Musca_domestica"
"Gomera2","Musca_domestica","TenerifeTeno2","Musca_domestica"
"Gomera2","Musca_domestica","Gomera1","Musca_domestica"
"Gomera2","Sarcophagidae_sp._8","TenerifeSouth1","Sarcophagidae_sp._8"
"Gomera2","Sarcophagidae_sp._8","TenerifeSouth2","Sarcophagidae_sp._8"
"Gomera2","Sarcophagidae_sp._8","Gomera1","Sarcophagidae_sp._8"
"Gomera2","Anthophora_orotavae","GranCanaria1","Anthophora_orotavae"
"Gomera2","Anthophora_orotavae","TenerifeSouth1","Anthophora_orotavae"
"Gomera2","Anthophora_orotavae","TenerifeTeno2","Anthophora_orotavae"
"Gomera2","Apis_mellifera","GranCanaria1","Apis_mellifera"
"Gomera2","Apis_mellifera","GranCanaria2","Apis_mellifera"
"Gomera2","Apis_mellifera","TenerifeSouth1","Apis_mellifera"
"Gomera2","Apis_mellifera","TenerifeSouth2","Apis_mellifera"
"Gomera2","Apis_mellifera","TenerifeTeno1","Apis_mellifera"
"Gomera2","Apis_mellifera","TenerifeTeno2","Apis_mellifera"
"Gomera2","Apis_mellifera","Gomera1","Apis_mellifera"
"Gomera2","Scaeva_albomaculata","GranCanaria1","Scaeva_albomaculata"
"Gomera2","Scaeva_albomaculata","GranCanaria2","Scaeva_albomaculata"
"Gomera2","Scaeva_albomaculata","Hierro1","Scaeva_albomaculata"
"Gomera2","Amegilla_quadrifasciata","GranCanaria1","Amegilla_quadrifasciata"
"Gomera2","Amegilla_quadrifasciata","GranCanaria2","Amegilla_quadrifasciata"
"Gomera2","Amegilla_quadrifasciata","TenerifeSouth1","Amegilla_quadrifasciata"
"Gomera2","Amegilla_quadrifasciata","TenerifeTeno2","Amegilla_quadrifasciata"
"Gomera2","Thysanoptera_sp._2","Fuerteventura1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","Fuerteventura2","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","GranCanaria1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","GranCanaria2","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","TenerifeSouth1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","TenerifeSouth2","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","TenerifeTeno1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","TenerifeTeno2","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","Gomera1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","Hierro1","Thysanoptera_sp._2"
"Gomera2","Thysanoptera_sp._2","Hierro2","Thysanoptera_sp._2"
"Gomera2","Aprostocetus_occidentalis","TenerifeSouth1","Aprostocetus_occidentalis"
"Gomera2","Aprostocetus_occidentalis","Gomera1","Aprostocetus_occidentalis"
"Gomera2","Estheria_simonyi","TenerifeTeno1","Estheria_simonyi"
"Gomera2","Estheria_simonyi","TenerifeTeno2","Estheria_simonyi"
"Gomera2","Estheria_simonyi","Gomera1","Estheria_simonyi"
"Gomera2","Estheria_simonyi","Hierro1","Estheria_simonyi"
"Gomera2","Estheria_simonyi","Hierro2","Estheria_simonyi"
"Gomera2","Osmia_latreillei","GranCanaria2","Osmia_latreillei"
"Gomera2","Pieris_rapae","GranCanaria2","Pieris_rapae"
"Gomera2","Pieris_rapae","Gomera1","Pieris_rapae"
"Gomera2","Urelliosoma_guimari","WesternSahara1","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","WesternSahara2","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","Fuerteventura1","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","Fuerteventura2","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","GranCanaria2","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","TenerifeSouth1","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","TenerifeSouth2","Urelliosoma_guimari"
"Gomera2","Urelliosoma_guimari","TenerifeTeno2","Urelliosoma_guimari"
"Gomera2","Blaesoxipha_sp._1","Fuerteventura2","Blaesoxipha_sp._1"
"Gomera2","Blaesoxipha_sp._1","TenerifeSouth2","Blaesoxipha_sp._1"
"Gomera2","Sciaridae_sp._1","TenerifeSouth2","Sciaridae_sp._1"
"Gomera2","Sciaridae_sp._1","Gomera1","Sciaridae_sp._1"
"Gomera2","Sciaridae_sp._1","Hierro1","Sciaridae_sp._1"
"Gomera2","Eurytoma_sp._2","Fuerteventura1","Eurytoma_sp._2"
"Gomera2","Myopites_nigrescens","TenerifeSouth1","Myopites_nigrescens"
"Gomera2","Myopites_nigrescens","TenerifeSouth2","Myopites_nigrescens"
"Gomera2","Myopites_nigrescens","Gomera1","Myopites_nigrescens"
"Gomera2","Myopites_nigrescens","Hierro2","Myopites_nigrescens"
"Gomera2","Eupelmus_sp.","TenerifeSouth1","Eupelmus_sp."
"Gomera2","Nyctia_lugubris","Fuerteventura1","Nyctia_lugubris"
"Gomera2","Nyctia_lugubris","Gomera1","Nyctia_lugubris"
"Hierro1","Anthophora_alluaudi","Fuerteventura1","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","Fuerteventura2","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","GranCanaria1","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","GranCanaria2","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","TenerifeSouth1","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","TenerifeSouth2","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","TenerifeTeno1","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","TenerifeTeno2","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","Gomera2","Anthophora_alluaudi"
"Hierro1","Anthophora_alluaudi","Hierro2","Anthophora_alluaudi"
"Hierro1","Camponotus_feae","Fuerteventura1","Camponotus_feae"
"Hierro1","Camponotus_feae","GranCanaria1","Camponotus_feae"
"Hierro1","Camponotus_feae","GranCanaria2","Camponotus_feae"
"Hierro1","Camponotus_feae","TenerifeSouth1","Camponotus_feae"
"Hierro1","Camponotus_feae","TenerifeSouth2","Camponotus_feae"
"Hierro1","Camponotus_feae","TenerifeTeno1","Camponotus_feae"
"Hierro1","Camponotus_feae","TenerifeTeno2","Camponotus_feae"
"Hierro1","Camponotus_feae","Gomera1","Camponotus_feae"
"Hierro1","Camponotus_feae","Gomera2","Camponotus_feae"
"Hierro1","Camponotus_feae","Hierro2","Camponotus_feae"
"Hierro1","Colias_croceus","Hierro2","Colias_croceus"
"Hierro1","Dasytes_subaenescens","TenerifeTeno1","Dasytes_subaenescens"
"Hierro1","Dasytes_subaenescens","TenerifeTeno2","Dasytes_subaenescens"
"Hierro1","Dasytes_subaenescens","Gomera1","Dasytes_subaenescens"
"Hierro1","Dasytes_subaenescens","Hierro2","Dasytes_subaenescens"
"Hierro1","Estheria_simonyi","TenerifeTeno1","Estheria_simonyi"
"Hierro1","Estheria_simonyi","TenerifeTeno2","Estheria_simonyi"
"Hierro1","Estheria_simonyi","Gomera1","Estheria_simonyi"
"Hierro1","Estheria_simonyi","Gomera2","Estheria_simonyi"
"Hierro1","Estheria_simonyi","Hierro2","Estheria_simonyi"
"Hierro1","Eucera_gracilipes","GranCanaria1","Eucera_gracilipes"
"Hierro1","Eucera_gracilipes","TenerifeTeno2","Eucera_gracilipes"
"Hierro1","Eumerus_latitarsis","TenerifeTeno1","Eumerus_latitarsis"
"Hierro1","Eumerus_latitarsis","TenerifeTeno2","Eumerus_latitarsis"
"Hierro1","Eumerus_latitarsis","Gomera1","Eumerus_latitarsis"
"Hierro1","Eumerus_latitarsis","Gomera2","Eumerus_latitarsis"
"Hierro1","Eumerus_latitarsis","Hierro2","Eumerus_latitarsis"
"Hierro1","Empididae_sp._1","Gomera2","Empididae_sp._1"
"Hierro1","Lasioglossum_loetum","Fuerteventura1","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","GranCanaria1","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","GranCanaria2","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","TenerifeSouth2","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","TenerifeTeno1","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","TenerifeTeno2","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","Gomera1","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","Gomera2","Lasioglossum_loetum"
"Hierro1","Lasioglossum_loetum","Hierro2","Lasioglossum_loetum"
"Hierro1","Lasioglossum_viride","GranCanaria1","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","GranCanaria2","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","TenerifeSouth1","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","TenerifeSouth2","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","TenerifeTeno1","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","TenerifeTeno2","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","Gomera1","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","Gomera2","Lasioglossum_viride"
"Hierro1","Lasioglossum_viride","Hierro2","Lasioglossum_viride"
"Hierro1","Chironomidae_sp._1","Hierro2","Chironomidae_sp._1"
"Hierro1","Chloropidae_sp._3","Hierro2","Chloropidae_sp._3"
"Hierro1","Thomisus_cf._onustus","GranCanaria2","Thomisus_cf._onustus"
"Hierro1","Thomisus_cf._onustus","TenerifeTeno1","Thomisus_cf._onustus"
"Hierro1","Thomisus_cf._onustus","Gomera1","Thomisus_cf._onustus"
"Hierro1","Thysanoptera_sp._1","Fuerteventura1","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","Fuerteventura2","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","GranCanaria1","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","GranCanaria2","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","TenerifeSouth1","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","TenerifeSouth2","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","TenerifeTeno1","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","TenerifeTeno2","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","Gomera1","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","Gomera2","Thysanoptera_sp._1"
"Hierro1","Thysanoptera_sp._1","Hierro2","Thysanoptera_sp._1"
"Hierro1","Colletes_dimidiatus","GranCanaria1","Colletes_dimidiatus"
"Hierro1","Colletes_dimidiatus","Hierro2","Colletes_dimidiatus"
"Hierro1","Eristalinus_taeniops","GranCanaria1","Eristalinus_taeniops"
"Hierro1","Eristalinus_taeniops","TenerifeSouth1","Eristalinus_taeniops"
"Hierro1","Eristalinus_taeniops","TenerifeSouth2","Eristalinus_taeniops"
"Hierro1","Lucilia_sericata","WesternSahara1","Lucilia_sericata"
"Hierro1","Lucilia_sericata","WesternSahara2","Lucilia_sericata"
"Hierro1","Lucilia_sericata","Fuerteventura1","Lucilia_sericata"
"Hierro1","Lucilia_sericata","Fuerteventura2","Lucilia_sericata"
"Hierro1","Lucilia_sericata","GranCanaria1","Lucilia_sericata"
"Hierro1","Lucilia_sericata","GranCanaria2","Lucilia_sericata"
"Hierro1","Lucilia_sericata","TenerifeSouth1","Lucilia_sericata"
"Hierro1","Lucilia_sericata","TenerifeSouth2","Lucilia_sericata"
"Hierro1","Lucilia_sericata","Gomera2","Lucilia_sericata"
"Hierro1","Lucilia_sericata","Hierro2","Lucilia_sericata"
"Hierro1","Myathropa_florea","TenerifeTeno2","Myathropa_florea"
"Hierro1","Myathropa_florea","Hierro2","Myathropa_florea"
"Hierro1","Scaeva_albomaculata","GranCanaria1","Scaeva_albomaculata"
"Hierro1","Scaeva_albomaculata","GranCanaria2","Scaeva_albomaculata"
"Hierro1","Scaeva_albomaculata","Gomera2","Scaeva_albomaculata"
"Hierro1","Tachina_canariensis","Gomera1","Tachina_canariensis"
"Hierro1","Tachina_canariensis","Gomera2","Tachina_canariensis"
"Hierro1","Chalicodoma_canescens","TenerifeSouth1","Chalicodoma_canescens"
"Hierro1","Chalicodoma_canescens","Gomera2","Chalicodoma_canescens"
"Hierro1","Megachile_canariensis","TenerifeSouth1","Megachile_canariensis"
"Hierro1","Osmia_canaria","GranCanaria2","Osmia_canaria"
"Hierro1","Sciaridae_sp._1","TenerifeSouth2","Sciaridae_sp._1"
"Hierro1","Sciaridae_sp._1","Gomera1","Sciaridae_sp._1"
"Hierro1","Sciaridae_sp._1","Gomera2","Sciaridae_sp._1"
"Hierro1","Thysanoptera_sp._2","Fuerteventura1","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","Fuerteventura2","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","GranCanaria1","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","GranCanaria2","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","TenerifeSouth1","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","TenerifeSouth2","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","TenerifeTeno1","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","TenerifeTeno2","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","Gomera1","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","Gomera2","Thysanoptera_sp._2"
"Hierro1","Thysanoptera_sp._2","Hierro2","Thysanoptera_sp._2"
"Hierro1","Thaumatomyia_notata","Hierro2","Thaumatomyia_notata"
"Hierro2","Anthophora_alluaudi","Fuerteventura1","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","Fuerteventura2","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","GranCanaria1","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","GranCanaria2","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","TenerifeSouth1","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","TenerifeSouth2","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","TenerifeTeno1","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","TenerifeTeno2","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","Gomera2","Anthophora_alluaudi"
"Hierro2","Anthophora_alluaudi","Hierro1","Anthophora_alluaudi"
"Hierro2","Camponotus_feae","Fuerteventura1","Camponotus_feae"
"Hierro2","Camponotus_feae","GranCanaria1","Camponotus_feae"
"Hierro2","Camponotus_feae","GranCanaria2","Camponotus_feae"
"Hierro2","Camponotus_feae","TenerifeSouth1","Camponotus_feae"
"Hierro2","Camponotus_feae","TenerifeSouth2","Camponotus_feae"
"Hierro2","Camponotus_feae","TenerifeTeno1","Camponotus_feae"
"Hierro2","Camponotus_feae","TenerifeTeno2","Camponotus_feae"
"Hierro2","Camponotus_feae","Gomera1","Camponotus_feae"
"Hierro2","Camponotus_feae","Gomera2","Camponotus_feae"
"Hierro2","Camponotus_feae","Hierro1","Camponotus_feae"
"Hierro2","Colias_croceus","Hierro1","Colias_croceus"
"Hierro2","Estheria_simonyi","TenerifeTeno1","Estheria_simonyi"
"Hierro2","Estheria_simonyi","TenerifeTeno2","Estheria_simonyi"
"Hierro2","Estheria_simonyi","Gomera1","Estheria_simonyi"
"Hierro2","Estheria_simonyi","Gomera2","Estheria_simonyi"
"Hierro2","Estheria_simonyi","Hierro1","Estheria_simonyi"
"Hierro2","Phthiria_simonyi","GranCanaria2","Phthiria_simonyi"
"Hierro2","Phthiria_simonyi","TenerifeTeno1","Phthiria_simonyi"
"Hierro2","Phthiria_simonyi","TenerifeTeno2","Phthiria_simonyi"
"Hierro2","Chloropidae_sp._3","Hierro1","Chloropidae_sp._3"
"Hierro2","Myathropa_florea","TenerifeTeno2","Myathropa_florea"
"Hierro2","Myathropa_florea","Hierro1","Myathropa_florea"
"Hierro2","Pteromalus_sp._3","TenerifeSouth1","Pteromalus_sp._3"
"Hierro2","Dasytes_subaenescens","TenerifeTeno1","Dasytes_subaenescens"
"Hierro2","Dasytes_subaenescens","TenerifeTeno2","Dasytes_subaenescens"
"Hierro2","Dasytes_subaenescens","Gomera1","Dasytes_subaenescens"
"Hierro2","Dasytes_subaenescens","Hierro1","Dasytes_subaenescens"
"Hierro2","Eumerus_latitarsis","TenerifeTeno1","Eumerus_latitarsis"
"Hierro2","Eumerus_latitarsis","TenerifeTeno2","Eumerus_latitarsis"
"Hierro2","Eumerus_latitarsis","Gomera1","Eumerus_latitarsis"
"Hierro2","Eumerus_latitarsis","Gomera2","Eumerus_latitarsis"
"Hierro2","Eumerus_latitarsis","Hierro1","Eumerus_latitarsis"
"Hierro2","Lasioglossum_loetum","Fuerteventura1","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","GranCanaria1","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","GranCanaria2","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","TenerifeSouth2","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","TenerifeTeno1","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","TenerifeTeno2","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","Gomera1","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","Gomera2","Lasioglossum_loetum"
"Hierro2","Lasioglossum_loetum","Hierro1","Lasioglossum_loetum"
"Hierro2","Lasioglossum_viride","GranCanaria1","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","GranCanaria2","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","TenerifeSouth1","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","TenerifeSouth2","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","TenerifeTeno1","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","TenerifeTeno2","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","Gomera1","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","Gomera2","Lasioglossum_viride"
"Hierro2","Lasioglossum_viride","Hierro1","Lasioglossum_viride"
"Hierro2","Thysanoptera_sp._1","Fuerteventura1","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","Fuerteventura2","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","GranCanaria1","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","GranCanaria2","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","TenerifeSouth1","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","TenerifeSouth2","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","TenerifeTeno1","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","TenerifeTeno2","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","Gomera1","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","Gomera2","Thysanoptera_sp._1"
"Hierro2","Thysanoptera_sp._1","Hierro1","Thysanoptera_sp._1"
"Hierro2","Ceratogoponidae_sp.","TenerifeTeno2","Ceratogoponidae_sp."
"Hierro2","Chironomidae_sp._1","Hierro1","Chironomidae_sp._1"
"Hierro2","Chrysomya_albiceps","Fuerteventura1","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","Fuerteventura2","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","GranCanaria1","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","GranCanaria2","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","TenerifeSouth1","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","TenerifeSouth2","Chrysomya_albiceps"
"Hierro2","Chrysomya_albiceps","Gomera1","Chrysomya_albiceps"
"Hierro2","Colletes_dimidiatus","GranCanaria1","Colletes_dimidiatus"
"Hierro2","Colletes_dimidiatus","Hierro1","Colletes_dimidiatus"
"Hierro2","Lucilia_sericata","WesternSahara1","Lucilia_sericata"
"Hierro2","Lucilia_sericata","WesternSahara2","Lucilia_sericata"
"Hierro2","Lucilia_sericata","Fuerteventura1","Lucilia_sericata"
"Hierro2","Lucilia_sericata","Fuerteventura2","Lucilia_sericata"
"Hierro2","Lucilia_sericata","GranCanaria1","Lucilia_sericata"
"Hierro2","Lucilia_sericata","GranCanaria2","Lucilia_sericata"
"Hierro2","Lucilia_sericata","TenerifeSouth1","Lucilia_sericata"
"Hierro2","Lucilia_sericata","TenerifeSouth2","Lucilia_sericata"
"Hierro2","Lucilia_sericata","Gomera2","Lucilia_sericata"
"Hierro2","Lucilia_sericata","Hierro1","Lucilia_sericata"
"Hierro2","Paratrechina_longicornis","Gomera1","Paratrechina_longicornis"
"Hierro2","Sciaridae_sp.","WesternSahara1","Sciaridae_sp."
"Hierro2","Sciaridae_sp.","WesternSahara2","Sciaridae_sp."
"Hierro2","Sciaridae_sp.","Fuerteventura1","Sciaridae_sp."
"Hierro2","Sciaridae_sp.","Fuerteventura2","Sciaridae_sp."
"Hierro2","Sciaridae_sp.","TenerifeTeno1","Sciaridae_sp."
"Hierro2","Sciaridae_sp.","TenerifeTeno2","Sciaridae_sp."
"Hierro2","Syritta_pipiens","TenerifeSouth2","Syritta_pipiens"
"Hierro2","Syritta_pipiens","TenerifeTeno1","Syritta_pipiens"
"Hierro2","Syritta_pipiens","TenerifeTeno2","Syritta_pipiens"
"Hierro2","Thaumatomyia_notata","Hierro1","Thaumatomyia_notata"
"Hierro2","Chloropidae_sp._4","Gomera2","Chloropidae_sp._4"
"Hierro2","Neodryophilus_cryptophagoides","TenerifeTeno2","Neodryophilus_cryptophagoides"
"Hierro2","Myopites_nigrescens","TenerifeSouth1","Myopites_nigrescens"
"Hierro2","Myopites_nigrescens","TenerifeSouth2","Myopites_nigrescens"
"Hierro2","Myopites_nigrescens","Gomera1","Myopites_nigrescens"
"Hierro2","Myopites_nigrescens","Gomera2","Myopites_nigrescens"
"Hierro2","Phalacrus_coruscus","Fuerteventura2","Phalacrus_coruscus"
"Hierro2","Thysanoptera_sp._2","Fuerteventura1","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","Fuerteventura2","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","GranCanaria1","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","GranCanaria2","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","TenerifeSouth1","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","TenerifeSouth2","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","TenerifeTeno1","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","TenerifeTeno2","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","Gomera1","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","Gomera2","Thysanoptera_sp._2"
"Hierro2","Thysanoptera_sp._2","Hierro1","Thysanoptera_sp._2"
"Hierro2","Euderus_sp.","TenerifeSouth2","Euderus_sp."
"Hierro2","Euderus_sp.","TenerifeTeno2","Euderus_sp."
